CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
137,54,Bachelor,Unemployed,Services,0,676.2099915182612,Married,0,Own with Mortgage,522,0,466.0286235839912,12,0,1,Education,14643.83021933513,120,13.591701429504546,1,Applying for student financing for a project
138,57,Master,Full-Time,Government,33,7745.584805409973,Divorced,1,Rent,674,1,2599.3176660215313,15,1,1,Education,83360.65460323311,84,9.907594384579703,0,I need an education loan to pursue a career in the field of finance.
139,20,Bachelor,Part-Time,Healthcare,0,2645.1435057448375,Married,1,Rent,590,1,1144.2215748371832,1,1,1,Personal,25761.489760734035,36,14.547446285596292,1,Need funds for the project.
140,62,High School,Unemployed,Education,0,208.31500214981037,Divorced,0,Own with Mortgage,598,3,75.58433403930219,10,1,1,Vacation,12601.588437662569,48,13.347680941305665,1,Need funds for the next four weeks.
141,59,Bachelor,Part-Time,Finance,16,6974.2244205433135,Single,0,Living with Parents,661,1,1878.420864016828,16,0,1,Medical,13770.47773337539,12,10.320000839838762,0,I need a personal loan for my car.
142,35,High School,Full-Time,Retail,6,11799.53874806058,Married,0,Own with Mortgage,720,0,3211.2590010567237,13,1,1,Medical,20080.55339144909,12,8.450791899216323,1,Applying for financing to cover the cost of the project.
143,29,Associate,Self-Employed,Education,3,8391.001595038228,Married,1,Rent,671,0,2944.7212638559026,9,1,1,Business,121770.72755305197,240,7.898783640947949,1,"Applying for business credit to pay off debts,â€ he said."
144,31,Bachelor,Full-Time,Manufacturing,10,12090.824306716504,Married,1,Own with Mortgage,734,2,2996.0148749517916,1,1,1,Home Improvement,11823.984371407874,48,5.633129991,0,"Applying for financing to cover the costs of the new development,â€ said the firmâ€™s chief executive, David M."
145,59,Master,Self-Employed,Education,25,11866.276813521956,Married,0,Own Outright,796,2,1910.9471441823523,11,1,0,Personal,18241.264458900165,60,3.732756919514748,0,Need funds for the project.
146,25,Master,Full-Time,Finance,0,12292.120390006963,Married,2,Living with Parents,762,1,2181.1914785176887,2,1,1,Car Loan,49320.188006299584,72,5.116662297792908,0,I need a car loan to buy a vehicle for my daughter.
147,52,Master,Full-Time,Healthcare,17,11373.422252061226,Single,0,Own Outright,771,0,1575.7125128701261,23,1,1,Personal,16144.772864430724,12,3.539552729413956,0,Applying for financing to cover the cost of the project.
148,60,High School,Full-Time,Manufacturing,14,6224.402666507057,Married,1,Own Outright,750,2,1125.0659095154076,24,0,1,Car Loan,34552.48387576488,60,7.687520462648344,0,"Looking to finance a car because itâ€™s a car,â€™s a car,â€™s a car,â€™s a car."
149,39,Bachelor,Full-Time,Finance,8,15265.191177485012,Married,3,Rent,764,1,1077.088700109033,19,0,1,Wedding,19272.61254610411,36,4.705890953878979,0,
150,30,Bachelor,Full-Time,Finance,11,10542.184646383004,Married,3,Own with Mortgage,673,3,2165.5338975235763,12,1,1,Personal,15390.68096343983,48,7.539988155913129,1,Need funds for the game.
151,50,High School,Full-Time,Manufacturing,22,7470.028088727864,Single,1,Own Outright,700,0,2974.0556921549382,21,1,1,Wedding,25234.666625975755,24,8.588096451801931,1,Applying for financing to cover the costs of the program.
152,37,Bachelor,Full-Time,Finance,6,9319.997952504336,Married,1,Own with Mortgage,637,1,2426.1497720411303,1,1,0,Vacation,27733.01005196955,24,12.650089137415929,0,Applying for financing to cover the cost of the $5 million loan.
153,48,Bachelor,Full-Time,Government,23,11366.116183919208,Divorced,0,Own with Mortgage,807,0,1997.6286044138828,17,0,1,Car Loan,40737.260453301344,36,4.762112204732544,0,Looking to finance a car because it is not the right way to spend your money.
154,20,High School,Part-Time,Healthcare,1,1749.9898474354889,Single,0,Rent,577,2,738.0202920785151,0,1,1,Education,82357.92814608078,60,17.63158622556379,0,Need funding for my education in a way that will help me better understand my skills and how I can improve my learning.
155,22,High School,Part-Time,Government,3,1781.5462995555606,Single,0,Own with Mortgage,501,2,1047.3466550186845,4,1,1,Home Purchase,128220.65952135537,180,17.789467694118592,1,Need mortgage financing for all your mortgage needs.
156,39,Below High School,Self-Employed,Education,9,16552.17514755208,Married,0,Own with Mortgage,616,1,5749.696942350192,4,0,1,Home Purchase,226662.26161440124,180,12.834617618957541,1,Need mortgage financing for the past year.
157,19,High School,Contract,Services,0,1651.0584066288498,Single,2,Rent,618,4,422.2708726545291,0,1,0,Business,70467.31153038099,240,10.548438822915996,0,Seeking financing to start my own company.
158,31,Associate,Full-Time,Manufacturing,1,7310.299009473151,Married,3,Own Outright,696,1,1655.3029397829544,1,0,1,Debt Consolidation,39828.23599204446,24,10.587943307993255,1,Applying for debt consolidation to reduce the debt burden and reduce the debt burden is a major issue for the United States.
159,46,Below High School,Contract,Construction,6,6621.168846344983,Married,0,Own with Mortgage,774,1,1375.3454997721287,22,0,1,Medical,8791.871993318779,12,4.1212228495361645,0,Need funds for the next three years.
160,42,Associate,Full-Time,Manufacturing,5,9485.309954655317,Married,4,Own with Mortgage,747,0,2161.4013858866983,17,1,1,Car Loan,42317.34976411307,48,6.160291642243291,0,Looking to finance a car because it is a small car.
161,18,Associate,Self-Employed,Technology,0,4262.678900918763,Single,0,Own with Mortgage,542,1,2847.9433098081436,0,1,1,Wedding,25539.789352939508,60,13.407664478974748,1,I need a personal loan for me to keep it going.
162,22,Associate,Full-Time,Technology,2,1654.9375899737984,Single,0,Living with Parents,617,4,845.1124796040202,4,0,1,Wedding,13931.773049901129,48,12.374700297591607,1,Applying for financing to cover the costs of the proposed project.
163,67,Bachelor,Full-Time,Finance,7,6774.456926558997,Divorced,0,Rent,734,1,1175.2001276059677,21,1,0,Business,142705.3706893971,120,8.104426763132516,0,
164,23,Associate,Part-Time,Services,0,1930.8515151910242,Single,0,Rent,568,3,850.9061811011622,3,1,0,Medical,29823.58664457268,48,14.580877425563743,1,Need funds for the project.
165,34,Bachelor,Full-Time,Healthcare,15,7081.413614761498,Married,1,Own with Mortgage,655,2,2185.468518093008,1,1,0,Education,79252.05471710175,120,8.540404914162908,1,Need funding for my education in the future.
166,23,Bachelor,Unemployed,Construction,0,203.47386173514226,Single,0,Rent,419,2,104.3219909365248,4,1,1,Car Loan,17905.146911750817,60,15.292503524562303,1,Applying for auto financing to purchase a car.
167,35,Master,Full-Time,Retail,12,14522.269483362881,Married,1,Own with Mortgage,752,1,1402.7335283831324,12,1,0,Wedding,5610.019538913451,24,3.553173527125968,0,"I need a personal loan for me to pay for my education, my house, my house and my house."
168,18,High School,Part-Time,Other,0,1438.810523792963,Single,0,Living with Parents,499,4,923.8488923,0,1,1,Vacation,10715.681466224323,12,16.17085671642704,1,Applying for financing to cover the costs of the study.
169,60,Associate,Self-Employed,Retail,16,5933.676402808772,Married,2,Own with Mortgage,682,1,1109.9200747570574,19,1,1,Home Improvement,7302.4688549897455,24,10.630415360269776,0,Applying for financing to cover the costs of the project.
170,33,High School,Full-Time,Finance,5,6170.227266535838,Married,0,Own with Mortgage,643,2,3171.7869475784755,1,0,1,Car Loan,22550.923771175894,36,12.43100848901089,0,"Looking to finance a car because youâ€™re not sure how to get around the car,â€™s a great way to get around the car,"
171,29,Master,Full-Time,Technology,8,13437.884111726464,Married,2,Rent,686,0,4312.770735518741,9,1,1,Debt Consolidation,19050.432782933083,48,9.848543661957045,1,Applying for debt consolidation to reduce the cost of the governmentâ€™s debt and reduce the cost of the governmentâ€™s debt and reduce the cost of
172,59,Bachelor,Part-Time,Retail,11,4859.2172542917215,Married,1,Own with Mortgage,607,0,1859.703762860761,16,1,1,Medical,25063.589224413918,36,13.897383299909146,1,Need funds for the project and the other projects.
173,42,High School,Self-Employed,Other,17,9039.292882708836,Married,2,Own Outright,671,0,1653.577673490272,18,0,1,Vacation,23149.497749632388,12,8.247289782087352,0,Applying for financing to cover the costs of the project.
174,56,Bachelor,Full-Time,Retail,14,11413.035297509818,Married,0,Rent,756,2,2350.3799463282617,10,1,1,Vacation,19921.253948662175,12,3.749937289545007,0,Applying for financing to cover the cost of the program is a key component of the program.
175,52,High School,Self-Employed,Construction,11,10451.087558528563,Married,2,Own Outright,718,1,1871.7019870722054,29,1,1,Wedding,25436.24271227979,48,8.133922961335209,0,Need funds for the rest of the year.
176,64,Associate,Self-Employed,Government,4,6965.0439805059505,Married,2,Own Outright,813,2,484.5360453713196,29,1,1,Wedding,17290.396877920808,24,3.933004674775038,0,Applying for financing to cover the costs of the project.
177,57,High School,Full-Time,Other,4,6873.445573565377,Widowed,0,Own with Mortgage,742,1,2713.267699162341,8,1,1,Home Purchase,421487.4963756572,240,5.578914980809747,1,Looking to buy a house for my family because I have no money to buy a house for my family.
178,24,Associate,Full-Time,Finance,2,1841.4610130463166,Single,1,Rent,516,4,969.8344578839695,1,0,1,Business,59380.02090195519,360,16.52596309004786,1,
179,64,Bachelor,Full-Time,Construction,38,9824.763518687898,Married,1,Rent,733,1,2930.115001191385,1,1,1,Vacation,9088.096815,48,8.408236967005863,0,Applying for financing to cover the costs of the project.
180,34,Associate,Full-Time,Services,1,5258.6044127732675,Single,0,Own with Mortgage,613,1,1431.9140992024638,9,1,1,Education,36002.28842234306,84,12.26474394,1,"Applying for student financing for a college degree is a simple one, but it is not always easy to find a student loan that will help you get a"
181,33,High School,Part-Time,Other,14,3938.1079021847604,Married,2,Own with Mortgage,622,0,1884.6261954670956,10,0,1,Car Loan,23089.035669683908,60,12.489286183866724,1,I need a car loan to buy a vehicle for the next two years.
182,50,Bachelor,Full-Time,Government,26,12671.886144242808,Single,0,Own with Mortgage,674,3,3023.0931167967033,29,0,1,Debt Consolidation,47708.20383416798,60,9.673180066,0,I want to consolidate my debts to a lower-income community.
183,19,High School,Unemployed,Finance,0,4529.719839631322,Single,0,Own Outright,596,2,1989.9523674703105,1,1,1,Business,182743.4632321982,180,18.00686957756471,1,Applying for business credit to other issuers is a common practice.
184,47,High School,Full-Time,Government,0,5807.038688548608,Married,0,Rent,767,1,312.56846406208507,9,1,1,Wedding,9143.704424130518,48,4.103842104254205,0,Applying for financing to cover the costs of the purchase.
185,41,High School,Part-Time,Retail,4,3266.5937423406863,Married,1,Own with Mortgage,669,0,1226.9432532358687,17,1,1,Debt Consolidation,20478.095895095852,24,9.805314742289184,0,Need to refinance existing loans because the government is trying to make sure that the loan is repaid by the government.
186,20,High School,Unemployed,Other,0,406.7618636,Divorced,0,Own with Mortgage,518,3,149.81816559618898,0,0,1,Education,55119.81211498367,120,18.114901180836938,1,Need funding for my education in the United States.
187,43,Associate,Contract,Services,24,13520.804316563328,Married,3,Own with Mortgage,747,2,3088.5117380563966,3,0,1,Home Improvement,11196.83396821059,48,6.592338325031498,0,I need a personal loan for my children.
188,64,Bachelor,Full-Time,Technology,25,10602.482427364084,Married,3,Own with Mortgage,817,2,1584.3814611138514,11,1,1,Home Purchase,366246.53407042485,180,4.926524366597074,0,Need mortgage financing for students.
189,38,Bachelor,Full-Time,Services,16,12527.53208415971,Married,2,Own with Mortgage,713,1,3316.629631038738,7,1,0,Personal,18932.634222251196,60,7.105209156800976,0,"I need a personal loan for me to buy a house in the UK, and I canâ€™t afford to buy a house in the UK."
190,53,Associate,Part-Time,Construction,7,3090.722368987474,Married,4,Own with Mortgage,696,1,638.7413584574147,1,0,0,Car Loan,27424.870704117806,36,9.316709268178947,0,"Applying for auto financing to purchase a car, itâ€™s a very different case."
191,25,Master,Full-Time,Construction,0,10870.880056036525,Married,2,Rent,682,2,2638.412193964593,5,1,1,Vacation,21721.031316590183,60,9.569542256977044,0,Applying for financing to cover the cost of the new project.
192,20,Associate,Full-Time,Retail,1,1662.1339862074208,Single,2,Rent,544,2,990.6820594438843,2,0,1,Wedding,6320.099011713202,60,17.195582759640537,0,I need a personal loan for a few months.
193,21,Below High School,Part-Time,Construction,1,1468.5229360018889,Married,2,Own with Mortgage,478,0,967.5300642390453,2,0,1,Wedding,25090.08838603838,24,19.769886306814193,1,
194,54,Bachelor,Self-Employed,Healthcare,20,8841.412269388215,Married,2,Own Outright,739,3,1869.865259780643,23,1,1,Home Improvement,9017.034331488892,60,6.355285506081541,0,I need a personal loan for me.
195,24,High School,Full-Time,Construction,1,2330.5463434222406,Married,2,Rent,593,0,904.0354447,4,1,1,Debt Consolidation,19770.104428476086,48,15.991177292512408,1,Need to refinance existing loans because they can't pay off the loans.
196,44,High School,Full-Time,Finance,22,8671.545843648757,Single,0,Own with Mortgage,812,0,1052.5279111127527,22,1,1,Debt Consolidation,20920.51214313962,12,5.473232120799214,0,
197,36,High School,Full-Time,Other,9,7063.409831151099,Married,2,Own Outright,673,1,1916.3579226473817,15,1,0,Home Purchase,273069.97065393627,180,9.847246965659648,1,Need mortgage financing for the first time in more than 40 years.
198,38,High School,Full-Time,Other,12,10275.673010137984,Married,1,Rent,720,1,4023.048020261169,8,1,0,Car Loan,41636.322658777404,60,7.607621505,0,Looking to finance a car because it's the best way to get around the city.
199,27,Bachelor,Part-Time,Education,3,6484.905469417915,Single,1,Own with Mortgage,693,1,2203.387570586119,3,1,1,Home Purchase,404635.2305787832,120,9.928319449385942,0,Need mortgage financing for private lenders.
200,42,Associate,Part-Time,Education,22,6736.860782111935,Single,0,Own with Mortgage,661,0,1392.0402820025067,21,1,1,Medical,20349.257658130817,12,9.521711140205479,1,
201,34,Master,Part-Time,Healthcare,2,6191.824959726092,Married,2,Rent,632,0,2846.0486551271156,0,1,1,Wedding,28869.438810630385,36,13.975647952927128,1,Need funds for the project.
202,23,Associate,Full-Time,Retail,3,2210.071670506956,Single,0,Own with Mortgage,541,4,1458.6523263532374,4,1,1,Home Improvement,27150.47545108976,48,14.140105597150434,1,I need a personal loan for me.
203,24,Below High School,Unemployed,Other,0,786.3730936801561,Single,0,Rent,542,2,418.1454449905006,2,1,0,Debt Consolidation,25232.88147929769,36,14.961045596653632,1,Applying for debt consolidation to reduce the cost of borrowing and to reduce the cost of borrowing.
204,21,Bachelor,Part-Time,Retail,0,1918.5652838625156,Married,2,Rent,508,3,1035.7940943020988,2,0,0,Education,71797.12802073744,60,18.59538085573194,1,Applying for student financing for the program.
